1215    1  102 GE
1216    1  104 GE
1217    1  106 GE
1218    1  108 GE
1219    1  110 GE
1220    3  102 SIDE
1221    3  104 SIDE
1222    3  106 SIDE
1223    3  108 SIDE
1224    3  110 SIDE
1225    4  102 AUX
1226    4  104 AUX
1227    4  106 AUX
1228    4  108 AUX
1229    4  110 AUX
1230    2    1 BGO
1231    2    3 BGO
1232    2    5 BGO
1233    2    7 BGO
1234    2    9 BGO
1235    1    1 GE
1236    1    3 GE
1237    1    5 GE
1238    1    7 GE
1239    1    9 GE
1240    3    1 SIDE
1241    3    3 SIDE
1242    3    5 SIDE
1243    3    7 SIDE
1244    3    9 SIDE
1245    4    1 AUX
1246    4    3 AUX
1247    4    5 AUX
1248    4    7 AUX
1249    4    9 AUX
1250    2   11 BGO
1251    2   13 BGO
1252    2   15 BGO
1253    2   17 BGO
1254    2   19 BGO
1255    1   11 GE
1256    1   13 GE
1257    1   15 GE
1258    1   17 GE
1259    1   19 GE
1260    3   11 SIDE
1261    3   13 SIDE
1262    3   15 SIDE
1263    3   17 SIDE
1264    3   19 SIDE
1265    4   11 AUX
1266    4   13 AUX
1267    4   15 AUX
1268    4   17 AUX
1269    4   19 AUX
1270    2   21 BGO
1271    2   23 BGO
1272    2   25 BGO
1273    2   27 BGO
1274    2   29 BGO
1275    1   21 GE
1276    1   23 GE
1277    1   25 GE
1278    1   27 GE
1279    1   29 GE
1280    3   21 SIDE
1281    3   23 SIDE
1282    3   25 SIDE
1283    3   27 SIDE
1284    3   29 SIDE
1285    4   21 AUX
1286    4   23 AUX
1287    4   25 AUX
1288    4   27 AUX
1289    4   29 AUX
1290    2   31 BGO
1291    2   33 BGO
1292    2   35 BGO
1293    2   37 BGO
1294    2   39 BGO
1295    1   31 GE
1296    1   33 GE
1297    1   35 GE
1298    1   37 GE
1299    1   39 GE
1300    3   31 SIDE
1301    3   33 SIDE
1302    3   35 SIDE
1303    3   37 SIDE
1304    3   39 SIDE
1305    4   31 AUX
1306    4   33 AUX
1307    4   35 AUX
1308    4   37 AUX
1309    4   39 AUX
1310    2   41 BGO
1311    2   43 BGO
1312    2   45 BGO
1313    2   47 BGO
1314    2   49 BGO
1315    1   41 GE
1316    1   43 GE
1317    1   45 GE
1318    1   47 GE
1319    1   49 GE
1320    3   41 SIDE
1321    3   43 SIDE
1322    3   45 SIDE
1323    3   47 SIDE
1324    3   49 SIDE
1325    4   41 AUX
1326    4   43 AUX
1327    4   45 AUX
1328    4   47 AUX
1329    4   49 AUX
1330    2   51 BGO
1331    2   53 BGO
1332    2   55 BGO
1333    2   57 BGO
1334    2   59 BGO
1335    1   51 GE
1336    1   53 GE
1337    1   55 GE
1338    1   57 GE
1339    1   59 GE
1340    3   51 SIDE
1341    3   53 SIDE
1342    3   55 SIDE
1343    3   57 SIDE
1344    3   59 SIDE
1345    4   51 AUX
1346    4   53 AUX
1347    4   55 AUX
1348    4   57 AUX
1349    4   59 AUX
1350    2   61 BGO
1351    2   63 BGO
1352    2   65 BGO
1353    2   67 BGO
1354    2   69 BGO
1355    1   61 GE
1356    1   63 GE
1357    1   65 GE
1358    1   67 GE
1359    1   69 GE
1360    3   61 SIDE
1361    3   63 SIDE
1362    3   65 SIDE
1363    3   67 SIDE
1364    3   69 SIDE
1365    4   61 AUX
1366    4   63 AUX
1367    4   65 AUX
1368    4   67 AUX
1369    4   69 AUX
1370    2   71 BGO
1371    2   73 BGO
1372    2   75 BGO
1373    2   77 BGO
1374    2   79 BGO
1375    1   71 GE
1376    1   73 GE
1377    1   75 GE
1378    1   77 GE
1379    1   79 GE
1380    3   71 SIDE
1381    3   73 SIDE
1382    3   75 SIDE
1383    3   77 SIDE
1384    3   79 SIDE
1385    4   71 AUX
1386    4   73 AUX
1387    4   75 AUX
1388    4   77 AUX
1389    4   79 AUX
1390    2   81 BGO
1391    2   83 BGO
1392    2   85 BGO
1393    2   87 BGO
1394    2   89 BGO
1395    1   81 GE
1396    1   83 GE
1397    1   85 GE
1398    1   87 GE
1399    1   89 GE
1400    3   81 SIDE
1401    3   83 SIDE
1402    3   85 SIDE
1403    3   87 SIDE
1404    3   89 SIDE
1405    4   81 AUX
1406    4   83 AUX
1407    4   85 AUX
1408    4   87 AUX
1409    4   89 AUX
1410    2   91 BGO
1411    2   93 BGO
1412    2   95 BGO
1413    2   97 BGO
1414    2   99 BGO
1415    1   91 GE
1416    1   93 GE
1417    1   95 GE
1418    1   97 GE
1419    1   99 GE
1420    3   91 SIDE
1421    3   93 SIDE
1422    3   95 SIDE
1423    3   97 SIDE
1424    3   99 SIDE
1425    4   91 AUX
1426    4   93 AUX
1427    4   95 AUX
1428    4   97 AUX
1429    4   99 AUX
1430    2  101 BGO
1431    2  103 BGO
1432    2  105 BGO
1433    2  107 BGO
1434    2  109 BGO
1435    1  101 GE
1436    1  103 GE
1437    1  105 GE
1438    1  107 GE
1439    1  109 GE
1440    3  101 SIDE
1441    3  103 SIDE
1442    3  105 SIDE
1443    3  107 SIDE
1444    3  109 SIDE
1445    4  101 AUX
1446    4  103 AUX
1447    4  105 AUX
1448    4  107 AUX
1449    4  109 AUX
1450    2  111 BGO
1451    2  112 BGO
1452    2  113 BGO
1453    2  114 BGO
1454    2  115 BGO
1455    1  111 GE
1456    1  112 GE
1457    1  113 GE
1458    1  114 GE
1459    1  115 GE
1460    3  111 SIDE
2010    5    1 DSSD
2011    5    2 DSSD
2012    5    3 DSSD
2013    5    4 DSSD
2014    5    5 DSSD
2015    5    6 DSSD
2016    5    7 DSSD
2017    5    8 DSSD
2018    5    9 DSSD
2019    5   10 DSSD
2020    5   11 DSSD
2021    5   12 DSSD
2022    5   13 DSSD
2023    5   14 DSSD
2024    5   15 DSSD
2025    5   16 DSSD
2026    5   17 DSSD
2027    5   18 DSSD
2028    5   19 DSSD
2029    5   20 DSSD
2030    5   21 DSSD
2031    5   22 DSSD
2032    5   23 DSSD
2033    5   24 DSSD
2034    5   25 DSSD
2035    5   26 DSSD
2036    5   27 DSSD
2037    5   28 DSSD
2038    5   29 DSSD
2039    5   30 DSSD
2040    5   31 DSSD
2041    5   32 DSSD
2042    5   33 DSSD
2043    5   34 DSSD
2044    5   35 DSSD
2045    5   36 DSSD
2046    5   37 DSSD
2047    5   38 DSSD
2048    5   39 DSSD
2049    5   40 DSSD
2050    5   41 DSSD
2051    5   42 DSSD
2052    5   43 DSSD
2053    5   44 DSSD
2054    5   45 DSSD
2055    5   46 DSSD
2056    5   47 DSSD
2057    5   48 DSSD
2058    5   49 DSSD
2059    5   50 DSSD
2060    5   51 DSSD
2061    5   52 DSSD
2062    5   53 DSSD
2063    5   54 DSSD
2064    5   55 DSSD
2065    5   56 DSSD
2066    5   57 DSSD
2067    5   58 DSSD
2068    5   59 DSSD
2069    5   60 DSSD
2070    5   61 DSSD
2071    5   62 DSSD
2072    5   63 DSSD
2073    5   64 DSSD
2074    5   65 DSSD
2075    5   66 DSSD
2076    5   67 DSSD
2077    5   68 DSSD
2078    5   69 DSSD
2079    5   70 DSSD
2080    5   71 DSSD
2081    5   72 DSSD
2082    5   73 DSSD
2083    5   74 DSSD
2084    5   75 DSSD
2085    5   76 DSSD
2086    5   77 DSSD
2087    5   78 DSSD
2088    5   79 DSSD
2089    5   80 DSSD
2090    5   81 DSSD
2091    5   82 DSSD
2092    5   83 DSSD
2093    5   84 DSSD
2094    5   85 DSSD
2095    5   86 DSSD
2096    5   87 DSSD
2097    5   88 DSSD
2098    5   89 DSSD
2099    5   90 DSSD
2100    5   91 DSSD
2101    5   92 DSSD
2102    5   93 DSSD
2103    5   94 DSSD
2104    5   95 DSSD
2105    5   96 DSSD
2106    5   97 DSSD
2107    5   98 DSSD
2108    5   99 DSSD
2109    5  100 DSSD
2110    5  101 DSSD
2111    5  102 DSSD
2112    5  103 DSSD
2113    5  104 DSSD
2114    5  105 DSSD
2115    5  106 DSSD
2116    5  107 DSSD
2117    5  108 DSSD
2118    5  109 DSSD
2119    5  110 DSSD
2120    5  111 DSSD
2121    5  112 DSSD
2122    5  113 DSSD
2123    5  114 DSSD
2124    5  115 DSSD
2125    5  116 DSSD
2126    5  117 DSSD
2127    5  118 DSSD
2128    5  119 DSSD
2129    5  120 DSSD
2130    5  121 DSSD
2131    5  122 DSSD
2132    5  123 DSSD
2133    5  124 DSSD
2134    5  125 DSSD
2135    5  126 DSSD
2136    5  127 DSSD
2137    5  128 DSSD
2138    5  129 DSSD
2139    5  130 DSSD
2140    5  131 DSSD
2141    5  132 DSSD
2142    5  133 DSSD
2143    5  134 DSSD
2144    5  135 DSSD
2145    5  136 DSSD
2146    5  137 DSSD
2147    5  138 DSSD
2148    5  139 DSSD
2149    5  140 DSSD
2150    5  141 DSSD
2151    5  142 DSSD
2152    5  143 DSSD
2153    5  144 DSSD
2154    5  145 DSSD
2155    5  146 DSSD
2156    5  147 DSSD
2157    5  148 DSSD
2158    5  149 DSSD
2159    5  150 DSSD
2160    5  151 DSSD
2161    5  152 DSSD
2162    5  153 DSSD
2163    5  154 DSSD
2164    5  155 DSSD
2165    5  156 DSSD
2166    5  157 DSSD
2167    5  158 DSSD
2168    5  159 DSSD
2169    5  160 DSSD
2170    5  161 DSSD
2171    5  162 DSSD
2172    5  163 DSSD
2173    5  164 DSSD
2174    5  165 DSSD
2175    5  166 DSSD
2176    5  167 DSSD
2177    5  168 DSSD
2178    5  169 DSSD
2179    5  170 DSSD
2180    5  171 DSSD
2181    5  172 DSSD
2182    5  173 DSSD
2183    5  174 DSSD
2184    5  175 DSSD
2185    5  176 DSSD
2186    5  177 DSSD
2187    5  178 DSSD
2188    5  179 DSSD
2189    5  180 DSSD
2190    5  181 DSSD
2191    5  182 DSSD
2192    5  183 DSSD
2193    5  184 DSSD
2194    5  185 DSSD
2195    5  186 DSSD
2196    5  187 DSSD
2197    5  188 DSSD
2198    5  189 DSSD
2199    5  190 DSSD
2200    5  191 DSSD
2201    5  192 DSSD
2202    5  193 DSSD
2203    5  194 DSSD
2204    5  195 DSSD
2205    5  196 DSSD
2206    5  197 DSSD
2207    5  198 DSSD
2208    5  199 DSSD
2209    5  200 DSSD
2210    5  201 DSSD
2211    5  202 DSSD
2212    5  203 DSSD
2213    5  204 DSSD
2214    5  205 DSSD
2215    5  206 DSSD
2216    5  207 DSSD
2217    5  208 DSSD
2218    5  209 DSSD
2219    5  210 DSSD
2220    5  211 DSSD
2221    5  212 DSSD
2222    5  213 DSSD
2223    5  214 DSSD
2224    5  215 DSSD
2225    5  216 DSSD
2226    5  217 DSSD
2227    5  218 DSSD
2228    5  219 DSSD
2229    5  220 DSSD
2230    5  221 DSSD
2231    5  222 DSSD
2232    5  223 DSSD
2233    5  224 DSSD
2234    5  225 DSSD
2235    5  226 DSSD
2236    5  227 DSSD
2237    5  228 DSSD
2238    5  229 DSSD
2239    5  230 DSSD
2240    5  231 DSSD
2241    5  232 DSSD
2242    5  233 DSSD
2243    5  234 DSSD
2244    5  235 DSSD
2245    5  236 DSSD
2246    5  237 DSSD
2247    5  238 DSSD
2248    5  239 DSSD
2249    5  240 DSSD
2250    5  241 DSSD
2251    5  242 DSSD
2252    5  243 DSSD
2253    5  244 DSSD
2254    5  245 DSSD
2255    5  246 DSSD
2256    5  247 DSSD
2257    5  248 DSSD
2258    5  249 DSSD
2259    5  250 DSSD
2260    5  251 DSSD
2261    5  252 DSSD
2262    5  253 DSSD
2263    5  254 DSSD
2264    5  255 DSSD
2265    5  256 DSSD
2266    5  257 DSSD
2267    5  258 DSSD
2268    5  259 DSSD
2269    5  260 DSSD
2270    5  261 DSSD
2271    5  262 DSSD
2272    5  263 DSSD
2273    5  264 DSSD
2274    5  265 DSSD
2275    5  266 DSSD
2276    5  267 DSSD
2277    5  268 DSSD
2278    5  269 DSSD
2279    5  270 DSSD
2280    5  271 DSSD
2281    5  272 DSSD
2282    5  273 DSSD
2283    5  274 DSSD
2284    5  275 DSSD
2285    5  276 DSSD
2286    5  277 DSSD
2287    5  278 DSSD
2288    5  279 DSSD
2289    5  280 DSSD
2290    5  281 DSSD
2291    5  282 DSSD
2292    5  283 DSSD
2293    5  284 DSSD
2294    5  285 DSSD
2295    5  286 DSSD
2296    5  287 DSSD
2297    5  288 DSSD
2298    5  289 DSSD
2299    5  290 DSSD
2300    5  291 DSSD
2301    5  292 DSSD
2302    5  293 DSSD
2303    5  294 DSSD
2304    5  295 DSSD
2305    5  296 DSSD
2306    5  297 DSSD
2307    5  298 DSSD
2308    5  299 DSSD
2309    5  300 DSSD
2310    5  301 DSSD
2311    5  302 DSSD
2312    5  303 DSSD
2313    5  304 DSSD
2314    5  305 DSSD
2315    5  306 DSSD
2316    5  307 DSSD
2317    5  308 DSSD
2318    5  309 DSSD
2319    5  310 DSSD
2320    5  311 DSSD
2321    5  312 DSSD
2322    5  313 DSSD
2323    5  314 DSSD
2324    5  315 DSSD
2325    5  316 DSSD
2326    5  317 DSSD
2327    5  318 DSSD
2328    5  319 DSSD
2329    5  320 DSSD
2330    6    1 FP
2331    6    2 FP
2332    6    3 FP
2333    6    4 FP
2334    6    5 FP
2335    6    6 FP
2336    6    7 FP
2337    6    8 FP
2338    6  321 DSSD
2339    6  322 DSSD
2340    6  323 DSSD
2341    6  324 DSSD
2342    6  325 DSSD
2343    6  326 DSSD
2344    6  327 DSSD
2345    6  328 DSSD
2346    6  329 DSSD
2347    6  330 DSSD
2348    6  331 DSSD
2349    6  332 DSSD
2350    6  333 DSSD
2351    6  334 DSSD
2352    6  335 DSSD
2353    6  336 DSSD
2354    6  337 DSSD
2355    6  338 DSSD
2356    6  339 DSSD
2357    6  340 DSSD
2358    6  341 DSSD
2359    6  342 DSSD
2360    6  333 DSSD
2361    6  334 DSSD
2362    6  335 DSSD
2363    6  336 DSSD
2364    6  337 DSSD
2365    6  338 DSSD
2366    6  339 DSSD
2367    6  340 DSSD
2368    6  341 DSSD
2369    6  342 DSSD
2370    6  333 DSSD
2371    6  334 DSSD
2372    6  335 DSSD
2373    6  336 DSSD
2374    6  337 DSSD
2375    6  338 DSSD
2376    6  339 DSSD
2377    6  340 DSSD
2378    6  341 DSSD
2379    6  342 DSSD
2380    6  343 DSSD
2381    6  344 DSSD
2382    6  345 DSSD
2383    6  346 DSSD
2384    6  347 DSSD
2385    6  348 DSSD
2386    6  349 DSSD
2387    6  350 DSSD
2388    6  351 DSSD
2389    6  352 DSSD
2390    6  353 DSSD
2391    6  354 DSSD
2392    6  355 DSSD
2393    6  356 DSSD
2394    6  357 DSSD
2395    6  358 DSSD
2396    6  359 DSSD
2397    6  360 DSSD
2398    6  361 DSSD
2399    6  362 DSSD
2400    6  363 DSSD
2301    6  364 DSSD
2302    6  365 DSSD
2303    6  366 DSSD
2304    6  367 DSSD
2305    6  368 DSSD
2306    6  369 DSSD
2307    6  370 DSSD
2308    6  371 DSSD
2309    6  372 DSSD	
